EVENT_ID,EPISODE_ID,EVENT_TYPE,STATE,STATE_FIPS,YEAR,MONTH_NAME,BEGIN_DATE_TIME,END_DATE_TIME,CZ_NAME,WFO,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,MAGNITUDE,MAGNITUDE_TYPE,TOR_F_SCALE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,SOURCE,EVENT_NARRATIVE
700189,150047,Lightning,OKLAHOMA,40,2020,October,08-OCT-20 22:42:07,09-OCT-20 01:46:07,MIAMI-DADE,GLD,0,0,0,0,4.56K,0.00K,,,,27.2844,-111.835,27.1156,-111.7975,Department of Highways,"A lightning was reported in Oklahoma, causing damage to homes and infrastructure."
700190,150047,Tornado,TENNESSEE,47,2020,November,13-NOV-20 08:00:29,13-NOV-20 08:35:29,TRAVIS,ARX,0,0,0,0,6.61K,0.00K,,,EF0,30.4947,-118.9081,30.6171,-119.0668,Broadcast Media,Severe tornado affected the area; residents reported significant impacts.
700191,150047,Lightning,VIRGINIA,51,2024,October,19-OCT-24 11:56:22,19-OCT-24 15:44:22,WILL,TBW,0,0,0,0,7.14K,0.00K,,,,37.7322,-123.5169,37.7922,-123.5409,Law Enforcement,Storm survey confirmed lightning with widespread effects across the county.
700192,150048,Funnel Cloud,PENNSYLVANIA,42,2021,November,30-NOV-21 23:25:54,01-DEC-21 00:25:54,COOK,BMX,3,0,0,0,764.82K,117.91K,,,,33.4369,-99.5248,33.5533,-99.6257,Emergency Manager,funnel cloud produced damaging conditions; multiple reports received.
700193,150048,Funnel Cloud,OHIO,39,2023,August,24-AUG-23 23:10:41,25-AUG-23 00:27:41,WILL,LZK,0,0,0,0,42.39K,0.00K,,,,40.8017,-106.806,40.8088,-106.8022,Broadcast Media,"A funnel cloud was reported in Ohio, causing damage to homes and infrastructure."
700194,150048,Blizzard,MISSOURI,29,2021,February,13-FEB-21 18:50:49,13-FEB-21 19:56:49,PALM BEACH,LZK,0,0,0,0,26.41K,0.00K,,,,48.4647,-67.7477,48.6383,-67.8949,Newspaper,blizzard produced damaging conditions; multiple reports received.
700195,150048,Storm Surge/Tide,GEORGIA,13,2024,July,01-JUL-24 22:10:28,02-JUL-24 01:32:28,DALLAS,GLD,0,0,0,0,0.69K,0.00K,,,,30.1778,-71.413,30.3573,-71.4538,NWS Storm Survey,Storm survey confirmed storm surge/tide with widespread effects across the county.
700196,150049,Coastal Flood,MICHIGAN,26,2018,September,06-SEP-18 18:14:24,06-SEP-18 20:36:24,KANE,DMX,1,0,0,0,129.42K,15.80K,,,,48.3835,-115.1435,48.3142,-115.1089,Public,Trained spotters confirmed coastal flood in Michigan; emergency services responded.
700197,150049,Coastal Flood,MINNESOTA,27,2023,November,25-NOV-23 17:39:16,25-NOV-23 18:45:16,JEFFERSON,GID,4,0,0,0,462.76K,90.67K,,,,26.3207,-86.0335,26.3839,-86.1632,Law Enforcement,"A coastal flood was reported in Minnesota, causing damage to homes and infrastructure."
700198,150049,Winter Storm,MISSOURI,29,2020,July,22-JUL-20 02:45:47,22-JUL-20 05:02:47,KANE,ARX,0,0,0,0,8.35K,0.00K,,,,28.0463,-79.4759,27.9538,-79.3213,Trained Spotter,Trained spotters confirmed winter storm in Missouri; emergency services responded.
700199,150049,Hurricane (Typhoon),IOWA,19,2022,January,25-JAN-22 19:19:48,25-JAN-22 20:31:48,KANE,BMX,0,0,0,0,3.85K,0.00K,98,MS,,26.3305,-75.0165,26.1973,-75.1536,Public,Severe hurricane (typhoon) affected the area; residents reported significant impacts.
